,receptor,family,type,gene
663,"KIT proto-oncogene, receptor tyrosine kinase","Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",catalytic_receptor,"['kita', 'kitb']"
664,colony stimulating factor 1 receptor,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",catalytic_receptor,"['csf1rb', 'si:zfos-1069f5.1', 'csf1ra']"
665,activin A receptor type 2A,Type II receptor serine/threonine kinases,catalytic_receptor,"['acvr2aa', 'acvr2ab']"
666,activin A receptor type 2B,Type II receptor serine/threonine kinases,catalytic_receptor,"['acvr2ba', 'acvr2bb']"
667,bone morphogenetic protein receptor type 2,Type II receptor serine/threonine kinases,catalytic_receptor,"['bmpr2a', 'bmpr2b']"
668,transforming growth factor beta receptor 2,Type II receptor serine/threonine kinases,catalytic_receptor,"['tgfbr2b', 'tgfbr2a', 'CR855318.1']"
669,Insulin receptor,Type II RTKs: Insulin receptor family,catalytic_receptor,"['insra', 'insrb']"
670,Insulin-like growth factor I receptor,Type II RTKs: Insulin receptor family,catalytic_receptor,"['igf1ra', 'igf1rb']"
671,activin A receptor type IL,Type I receptor serine/threonine kinases,catalytic_receptor,"['acvr1l', 'acvrl1']"
672,bone morphogenetic protein receptor type IA,Type I receptor serine/threonine kinases,catalytic_receptor,"['bmpr1aa', 'bmpr1ab']"
673,activin A receptor type 1B,Type I receptor serine/threonine kinases,catalytic_receptor,"['acvr1ba', 'acvr1bb']"
674,transforming growth factor beta receptor 1,Type I receptor serine/threonine kinases,catalytic_receptor,"['tgfbr1a', 'tgfbr1b']"
675,bone morphogenetic protein receptor type IB,Type I receptor serine/threonine kinases,catalytic_receptor,"['bmpr1bb', 'bmpr1ba']"
676,activin A receptor type 1C,Type I receptor serine/threonine kinases,catalytic_receptor,['ACVR1C']
677,epidermal growth factor receptor,Type I RTKs: ErbB (epidermal growth factor) receptor family,catalytic_receptor,"['egfra', 'LO018309.1']"
678,erb-b2 receptor tyrosine kinase 2,Type I RTKs: ErbB (epidermal growth factor) receptor family,catalytic_receptor,['erbb2']
679,erb-b2 receptor tyrosine kinase 3,Type I RTKs: ErbB (epidermal growth factor) receptor family,catalytic_receptor,"['erbb3a', 'erbb3b']"
680,erb-b2 receptor tyrosine kinase 4,Type I RTKs: ErbB (epidermal growth factor) receptor family,catalytic_receptor,"['erbb4a', 'erbb4b', 'ERBB4']"
681,fms related receptor tyrosine kinase 1,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,catalytic_receptor,['flt1']
682,kinase insert domain receptor,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,catalytic_receptor,['kdr']
683,fms related receptor tyrosine kinase 4,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,catalytic_receptor,['flt4']
684,receptor tyrosine kinase like orphan receptor 1,Type VIII RTKs: ROR family ,catalytic_receptor,['ror1']
685,receptor tyrosine kinase like orphan receptor 2,Type VIII RTKs: ROR family ,catalytic_receptor,['ror2']
686,neurotrophic receptor tyrosine kinase 1,Type VII RTKs: Neurotrophin receptor/Trk family,catalytic_receptor,['ntrk1']
687,neurotrophic receptor tyrosine kinase 2,Type VII RTKs: Neurotrophin receptor/Trk family,catalytic_receptor,"['ntrk2a', 'ntrk2b']"
688,neurotrophic receptor tyrosine kinase 3,Type VII RTKs: Neurotrophin receptor/Trk family,catalytic_receptor,"['ntrk3a', 'ntrk3b']"
689,protein tyrosine kinase 7 (inactive),Type VI RTKs: PTK7/CCK4,catalytic_receptor,"['ptk7a', 'LT631676.1']"
690,fibroblast growth factor receptor 1,Type V RTKs: FGF (fibroblast growth factor) receptor family,catalytic_receptor,"['fgfr1a', 'fgfr1b', 'fgfr1bl']"
691,fibroblast growth factor receptor 2,Type V RTKs: FGF (fibroblast growth factor) receptor family,catalytic_receptor,['fgfr2']
692,fibroblast growth factor receptor 3,Type V RTKs: FGF (fibroblast growth factor) receptor family,catalytic_receptor,['fgfr3']
693,EPH receptor A3,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['epha3']
694,EPH receptor A4,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,"['epha4l', 'epha4a']"
695,EPH receptor A6,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['epha6']
696,EPH receptor B1,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,"['ephb1', 'FQ377603.1']"
697,EPH receptor B2,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,"['ephb2b', 'ephb2a']"
698,EPH receptor B3,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['EPHB3']
699,EPH receptor B4,Type XIII RTKs: Ephrin receptor family,catalytic_receptor,['ephb4b']
700,tyrosine kinase with immunoglobulin like and EGF like domains 1,Type XII RTKs: TIE family of angiopoietin receptors,catalytic_receptor,['tie1']
701,TEK receptor tyrosine kinase,Type XII RTKs: TIE family of angiopoietin receptors,catalytic_receptor,['tek']
702,AXL receptor tyrosine kinase,"Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family",catalytic_receptor,['AXL']
703,TYRO3 protein tyrosine kinase,"Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family",catalytic_receptor,['tyro3']
704,"MER proto-oncogene, tyrosine kinase","Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family",catalytic_receptor,['mertka']
705,ret proto-oncogene,Type XIV RTKs: RET,catalytic_receptor,['ret']
706,ALK receptor tyrosine kinase,Type XIX RTKs: Leukocyte tyrosine kinase (LTK) receptor family,catalytic_receptor,['alk']
707,"MET proto-oncogene, receptor tyrosine kinase",Type X RTKs: HGF (hepatocyte growth factor) receptor family,catalytic_receptor,['met']
708,macrophage stimulating 1 receptor,Type X RTKs: HGF (hepatocyte growth factor) receptor family,catalytic_receptor,"['mst1rb', 'mst1ra']"
709,lemur tyrosine kinase 2,Type XVIII RTKs: LMR family,catalytic_receptor,['lmtk2']
710,lemur tyrosine kinase 3,Type XVIII RTKs: LMR family,catalytic_receptor,['si:dkey-40m6.8']
711,"c-ros oncogene 1, receptor tyrosine kinase",Type XVII RTKs: ROS receptors,catalytic_receptor,['ros1']
712,discoidin domain receptor tyrosine kinase 1,Type XVI RTKs: DDR (collagen receptor) family,catalytic_receptor,['ddr1']
713,discoidin domain receptor tyrosine kinase 2,Type XVI RTKs: DDR (collagen receptor) family,catalytic_receptor,['ddr2a']
714,receptor like tyrosine kinase,Type XV RTKs: RYK,catalytic_receptor,['ryk']
715,serine/threonine/tyrosine kinase 1,Type XX RTKs: STYK1,catalytic_receptor,['styk1b']
716,isocitrate dehydrogenase (NADP(+)) 1,1.1.1.42 Isocitrate dehydrogenases,enzyme,['idh1']
717,isocitrate dehydrogenase (NADP(+)) 2,1.1.1.42 Isocitrate dehydrogenases,enzyme,['idh2']
718,"tryptophan 2,3-dioxygenase",1.13.11.- Dioxygenases,enzyme,"['tdo2b', 'tdo2a']"
719,lysine demethylase 1A,1.14.11.- Histone demethylases,enzyme,['kdm1a']
720,lysine demethylase 2A,1.14.11.- Histone demethylases,enzyme,"['kdm2aa', 'kdm2ab']"
721,lysine demethylase 2B,1.14.11.- Histone demethylases,enzyme,"['kdm2ba', 'kdm2bb']"
722,lysine demethylase 3B,1.14.11.- Histone demethylases,enzyme,['kdm3b']
723,lysine demethylase 4B,1.14.11.- Histone demethylases,enzyme,['kdm4b']
724,lysine demethylase 4C,1.14.11.- Histone demethylases,enzyme,"['kdm4aa', 'kdm4ab']"
725,lysine demethylase 4D,1.14.11.- Histone demethylases,enzyme,['kdm4c']
726,lysine demethylase 4E,1.14.11.- Histone demethylases,enzyme,['kdm4c']
727,lysine demethylase 5A,1.14.11.- Histone demethylases,enzyme,['kdm5a']
728,lysine demethylase 5B,1.14.11.- Histone demethylases,enzyme,"['kdm5bb', 'kdm5ba']"
729,lysine demethylase 5C,1.14.11.- Histone demethylases,enzyme,['kdm4c']
730,lysine demethylase 5D,1.14.11.- Histone demethylases,enzyme,['kdm4c']
731,lysine demethylase 6A,1.14.11.- Histone demethylases,enzyme,['kdm6a']
732,lysine demethylase 6B,1.14.11.- Histone demethylases,enzyme,"['kdm6bb', 'kdm6ba']"
733,lysine demethylase 7A,1.14.11.- Histone demethylases,enzyme,"['kdm7aa', 'kdm7ab']"
734,lysine demethylase 8,1.14.11.- Histone demethylases,enzyme,['kdm8']
735,PHD finger protein 2,1.14.11.- Histone demethylases,enzyme,['phf2']
736,PHD finger protein 8,1.14.11.- Histone demethylases,enzyme,['phf8']
737,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase",1.14.11.- Histone demethylases,enzyme,['jmjd6']
738,kynurenine 3-monooxygenase,1.14.13.9 Kynurenine 3-monooxygenase,enzyme,['kmo']
739,ribonucleotide reductase catalytic subunit M1,1.17.4.1 Ribonucleoside-diphosphate reductases,enzyme,['rrm1']
740,ribonucleotide reductase regulatory subunit M2,1.17.4.1 Ribonucleoside-diphosphate reductases,enzyme,"['rrm2', 'rrm2']"
741,ribonucleotide reductase regulatory TP53 inducible subunit M2B,1.17.4.1 Ribonucleoside-diphosphate reductases,enzyme,['rrm2b']
742,lysyl oxidase,1.4.3.13 Lysyl oxidases,enzyme,['loxa']
743,lysyl oxidase like 2,1.4.3.13 Lysyl oxidases,enzyme,"['loxl2a', 'loxl2b']"
744,aldehyde dehydrogenase 2 family member,1.-.-.- Oxidoreductases,enzyme,"['aldh2.2', 'aldh2.1', 'CABZ01032488.1']"
745,aldo-keto reductase family 1 member B,1.-.-.- Oxidoreductases,enzyme,"['akr1b1.1', 'akr1b1.2']"
746,amine oxidase copper containing 3,1.-.-.- Oxidoreductases,enzyme,['aoc2']
747,catalase,1.-.-.- Oxidoreductases,enzyme,['cat']
748,dihydrofolate reductase,1.-.-.- Oxidoreductases,enzyme,"['dhfr', 'zgc:153031']"
749,dihydroorotate dehydrogenase (quinone),1.-.-.- Oxidoreductases,enzyme,['dhodh']
750,glutathione-disulfide reductase,1.-.-.- Oxidoreductases,enzyme,['gsr']
751,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",1.-.-.- Oxidoreductases,enzyme,['tdh2']
752,4-hydroxyphenylpyruvate dioxygenase,1.-.-.- Oxidoreductases,enzyme,['hpdb']
753,hydroxysteroid 11-beta dehydrogenase 2,1.-.-.- Oxidoreductases,enzyme,['hsd11b2']
754,hydroxysteroid 17-beta dehydrogenase 2,1.-.-.- Oxidoreductases,enzyme,['hsd17b2']
755,inosine monophosphate dehydrogenase 1,1.-.-.- Oxidoreductases,enzyme,"['impdh1b', 'impdh1a']"
756,inosine monophosphate dehydrogenase 2,1.-.-.- Oxidoreductases,enzyme,['impdh2']
757,myeloperoxidase,1.-.-.- Oxidoreductases,enzyme,['epx']
758,sepiapterin reductase,1.-.-.- Oxidoreductases,enzyme,"['spra', 'sprb']"
759,steroid 5 alpha-reductase 2,1.-.-.- Oxidoreductases,enzyme,"['srd5a2b', 'srd5a2a']"
760,tyrosinase,1.-.-.- Oxidoreductases,enzyme,['tyr']
761,vitamin K epoxide reductase complex subunit 1,1.-.-.- Oxidoreductases,enzyme,['vkorc1']
762,xanthine dehydrogenase,1.-.-.- Oxidoreductases,enzyme,['xdh']
763,"phosphoinositide kinase, FYVE-type zinc finger containing",1-phosphatidylinositol-3-phosphate 5-kinase family,enzyme,['pikfyve']
764,phosphatidylinositol 4-kinase alpha,1-phosphatidylinositol 4-kinase family,enzyme,['pi4kaa']
765,phosphatidylinositol 4-kinase beta,1-phosphatidylinositol 4-kinase family,enzyme,['pi4kb']
766,ASH1 like histone lysine methyltransferase,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['ash1l']
767,DOT1 like histone lysine methyltransferase,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['dot1l']
768,euchromatic histone lysine methyltransferase 1,2.1.1.43 Histone methyltransferases (HMTs),enzyme,"['ehmt1b', 'ehmt1a']"
769,euchromatic histone lysine methyltransferase 2,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['ehmt2']
770,enhancer of zeste 1 polycomb repressive complex 2 subunit,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['ezh1']
771,enhancer of zeste 2 polycomb repressive complex 2 subunit,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['ezh2']
772,lysine methyltransferase 2C,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['kmt2ca']
773,lysine methyltransferase 2D,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['kmt2d']
774,lysine methyltransferase 2E (inactive),2.1.1.43 Histone methyltransferases (HMTs),enzyme,['kmt2e']
775,lysine methyltransferase 5B,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['kmt5b']
776,lysine methyltransferase 5C,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['kmt5c']
777,nuclear receptor binding SET domain protein 1,2.1.1.43 Histone methyltransferases (HMTs),enzyme,"['si:dkey-285e18.2', 'si:dkey-199k11.6', 'si:dkey-238o14.7', 'si:dkeyp-87d1.1', 'BX571813.2', 'CR356227.1', 'CU182823.1', 'BX649556.2']"
778,PR/SET domain 2,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['prdm2b']
779,"SET domain containing 1B, histone lysine methyltransferase",2.1.1.43 Histone methyltransferases (HMTs),enzyme,['setd1ba']
780,"SET domain containing 7, histone lysine methyltransferase",2.1.1.43 Histone methyltransferases (HMTs),enzyme,['setd7']
781,SET domain bifurcated histone lysine methyltransferase 1,2.1.1.43 Histone methyltransferases (HMTs),enzyme,"['setdb1a', 'setdb1b']"
782,SET domain bifurcated histone lysine methyltransferase 2,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['setdb2']
783,SET and MYND domain containing 2,2.1.1.43 Histone methyltransferases (HMTs),enzyme,['smyd2a']
784,suppressor of variegation 3-9 homolog 1,2.1.1.43 Histone methyltransferases (HMTs),enzyme,"['suv39h1a', 'suv39h1b']"
785,thymidylate synthetase,2.1.1.- Methyltransferases,enzyme,['tyms']
786,DNA methyltransferase 1,2.1.1.- Methyltransferases,enzyme,['dnmt1']
787,DNA (cytosine-5-)-methyltransferase 3α,2.1.1.- Methyltransferases,enzyme,['dnmt3ab']
788,protein arginine methyltransferase 1 ,2.1.1.- Protein arginine N-methyltransferases,enzyme,['prmt1']
789,protein arginine methyltransferase 2 ,2.1.1.- Protein arginine N-methyltransferases,enzyme,['prmt2']
790,protein arginine methyltransferase 3,2.1.1.- Protein arginine N-methyltransferases,enzyme,['prmt3']
791,coactivator associated arginine methyltransferase 1,2.1.1.- Protein arginine N-methyltransferases,enzyme,['carm1']
792,protein arginine methyltransferase 5 ,2.1.1.- Protein arginine N-methyltransferases,enzyme,['prmt5']
793,protein arginine methyltransferase 6,2.1.1.- Protein arginine N-methyltransferases,enzyme,['prmt6']
794,protein arginine methyltransferase 7 ,2.1.1.- Protein arginine N-methyltransferases,enzyme,['prmt7']
795,protein arginine methyltransferase 8,2.1.1.- Protein arginine N-methyltransferases,enzyme,"['PRMT8', 'prmt8b']"
796,protein arginine methyltransferase 9,2.1.1.- Protein arginine N-methyltransferases,enzyme,['prmt9']
797,F-box protein 10,2.1.1.- Protein arginine N-methyltransferases,enzyme,['fbxo10']
798,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase","2.1.2.- Hydroxymethyl-, formyl- and related transferases",enzyme,['gart']
799,clock circadian regulator,2.3.1.48 Histone acetyltransferases (HATs),enzyme,"['clockb', 'clocka']"
800,elongator acetyltransferase complex subunit 3,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['elp3']
801,general transcription factor IIIC subunit 4,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['gtf3c4']
802,histone acetyltransferase 1,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['hat1']
803,jumonji domain containing 1C,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['jmjd1cb']
804,lysine acetyltransferase 6A,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['kat6a']
805,lysine acetyltransferase 2A,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['kat2a']
806,lysine acetyltransferase 2B,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['kat2b']
807,lysine acetyltransferase 6B,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['kat6b']
808,lysine acetyltransferase 7,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['kat7b']
809,lysine acetyltransferase 8,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['kat8']
810,nuclear receptor coactivator 1,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['ncoa1']
811,nuclear receptor coactivator 2,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['ncoa2']
812,nuclear receptor coactivator 3,2.3.1.48 Histone acetyltransferases (HATs),enzyme,['ncoa3']
813,fatty acid synthase,2.3.1.-  Acyltransferases,enzyme,['fasn']
814,diacylglycerol O-acyltransferase 1,2.3.1.-  Acyltransferases,enzyme,"['dgat1b', 'dgat1a']"
815,monoacylglycerol O-acyltransferase 2,2.3.1.-  Acyltransferases,enzyme,['mogat2']
816,N-acetyltransferase 8 like,2.3.1.-  Acyltransferases,enzyme,['nat8l']
817,transglutaminase 2,2.3.2.13 Transglutaminases,enzyme,"['tgm2a', 'tgm2b']"
818,purine nucleoside phosphorylase,2.4.2.1 Purine-nucleoside phosphorylase,enzyme,"['pnp4b', 'pnp6', 'pnp4a', 'pnp5a', 'pnp5b']"
819,glutathione S-transferase omega 1,2.5.1.18 Glutathione transferases,enzyme,"['gsto1', 'gsto2']"
820,"farnesyltransferase, CAAX box, alpha",2.5.1.58 Protein farnesyltransferase,enzyme,['fnta']
821,"farnesyltransferase, CAAX box, beta",2.5.1.58 Protein farnesyltransferase,enzyme,['fntb']
822,Branched chain amino acid transaminase 2,2.6.1.42 Branched-chain-amino-acid transaminase,enzyme,['bcat2']
823,pyruvate kinase M1/2,2.7.1.40 Pyruvate kinases,enzyme,"['pkma', 'pkmb']"
824,pyruvate kinase L/R,2.7.1.40 Pyruvate kinases,enzyme,['pklr']
825,Diacylglycerol lipase α,2-Acylglycerol ester turnover,enzyme,['dagla']
826,Diacylglycerol lipase β,2-Acylglycerol ester turnover,enzyme,['daglb']
827,Monoacylglycerol lipase,2-Acylglycerol ester turnover,enzyme,['mgll']
828,αβ-Hydrolase 2,2-Acylglycerol ester turnover,enzyme,"['abhd2a', 'abhd2b']"
829,αβ-Hydrolase 6,2-Acylglycerol ester turnover,enzyme,"['abhd6a', 'abhd6b']"
830,αβ-Hydrolase 12,2-Acylglycerol ester turnover,enzyme,['abhd12']
831,asparaginase,3.1.1.- Carboxylic Ester Hydrolases,enzyme,"['si:dkey-9i23.14', 'si:dkey-74k8.4']"
832,carboxyl ester lipase,3.1.1.- Carboxylic Ester Hydrolases,enzyme,"['cel.1', 'cel.2']"
833,protein phosphatase methylesterase 1,3.1.1.- Carboxylic Ester Hydrolases,enzyme,['ppme1']
834,"RB binding protein 9, serine hydrolase",3.1.1.- Carboxylic Ester Hydrolases,enzyme,['rbbp9']
835,galactosamine (N-acetyl)-6-sulfatase,3.1.-.- Ester bond enzymes,enzyme,['galns']
836,"glucosidase alpha, acid",3.2.1.- Glycosidases,enzyme,"['gaa', 'GAA']"
837,glucosylceramidase beta,3.2.1.- Glycosidases,enzyme,['gba']
838,maltase-glucoamylase,3.2.1.- Glycosidases,enzyme,"['si:ch211-236l14.4', 'CABZ01088484.1']"
839,heparanase,3.2.1.- Glycosidases,enzyme,['hpse']
840,klotho,3.2.1.- Glycosidases,enzyme,['kl']
841,complement factor D,3.4.21.46 Complement factor D,enzyme,['cfd']
842,glutaminase,3.5.1.2 Glutaminases,enzyme,"['glsb', 'glsa']"
843,histone deacetylase 1,3.5.1.- Histone deacetylases (HDACs),enzyme,['hdac1']
844,histone deacetylase 4,3.5.1.- Histone deacetylases (HDACs),enzyme,['hdac4']
845,histone deacetylase 5,3.5.1.- Histone deacetylases (HDACs),enzyme,['hdac5']
846,histone deacetylase 6,3.5.1.- Histone deacetylases (HDACs),enzyme,['hdac6']
847,histone deacetylase 7,3.5.1.- Histone deacetylases (HDACs),enzyme,"['hdac7b', 'hdac7a']"
848,histone deacetylase 8,3.5.1.- Histone deacetylases (HDACs),enzyme,['hdac8']
849,histone deacetylase 9,3.5.1.- Histone deacetylases (HDACs),enzyme,['hdac9b']
850,histone deacetylase 10,3.5.1.- Histone deacetylases (HDACs),enzyme,['hdac10']
851,histone deacetylase 11,3.5.1.- Histone deacetylases (HDACs),enzyme,['hdac11']
852,sirtuin 1,3.5.1.- Histone deacetylases (HDACs),enzyme,['sirt1']
853,sirtuin 2,3.5.1.- Histone deacetylases (HDACs),enzyme,['sirt2']
854,sirtuin 3,3.5.1.- Histone deacetylases (HDACs),enzyme,['sirt3']
855,sirtuin 4,3.5.1.- Histone deacetylases (HDACs),enzyme,['sirt4']
856,sirtuin 5,3.5.1.- Histone deacetylases (HDACs),enzyme,['sirt5']
857,sirtuin 6,3.5.1.- Histone deacetylases (HDACs),enzyme,['sirt6']
858,sirtuin 7,3.5.1.- Histone deacetylases (HDACs),enzyme,['sirt7']
859,peptidyl arginine deiminase 1,3.5.3.15 Peptidyl arginine deiminases (PADI),enzyme,['padi2']
860,peptidyl arginine deiminase 3,3.5.3.15 Peptidyl arginine deiminases (PADI),enzyme,['padi2']
861,peptidyl arginine deiminase 4,3.5.3.15 Peptidyl arginine deiminases (PADI),enzyme,['padi2']
862,ATPase family AAA domain containing 2,3.6.1.3 ATPases,enzyme,['atad2']
863,ATPase family AAA domain containing 2B,3.6.1.3 ATPases,enzyme,['atad2b']
864,3-ketodihydrosphingosine reductase,3-ketodihydrosphingosine reductase,enzyme,['kdsr']
865,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",5.-.-.- Isomerases,enzyme,['tdh2']
866,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",6.3.3.- Cyclo-ligases,enzyme,['gart']
867,beta-secretase 1,A1: Pepsin,enzyme,['bace1']
868,beta-secretase 2,A1: Pepsin,enzyme,['bace2']
869,cathepsin D,A1: Pepsin,enzyme,['ctsd']
870,renin,A1: Pepsin,enzyme,['ren']
871,presenilin 1,A22: Presenilin,enzyme,['psen1']
872,presenilin 2,A22: Presenilin,enzyme,['psen2']
873,katanin catalytic subunit A1,AAA ATPases,enzyme,['katna1']
874,aarF domain containing kinase 2,ABC1-A subfamily,enzyme,['adck2']
875,aarF domain containing kinase 1,ABC1-B subfamily,enzyme,['adck1']
876,coenzyme Q8A,ABC1-B subfamily,enzyme,"['coq8aa', 'coq8ab', 'psen2']"
877,coenzyme Q8B,ABC1-B subfamily,enzyme,['coq8b']
878,aarF domain containing kinase 5,ABC1-B subfamily,enzyme,['adck5']
879,"ABL proto-oncogene 1, non-receptor tyrosine kinase",Abl family,enzyme,['abl1']
880,"ABL proto-oncogene 2, non-receptor tyrosine kinase",Abl family,enzyme,['abl2']
881,choline O-acetyltransferase,Acetylcholine turnover,enzyme,['chata']
882,acetylcholinesterase (Cartwright blood group),Acetylcholine turnover,enzyme,['ache']
883,N-acylsphingosine amidohydrolase 1,Acid ceramidase,enzyme,"['asah1b', 'asah1a']"
884,tyrosine kinase non receptor 2,Ack family,enzyme,['tnk2a']
885,acyl-CoA synthetase short chain family member 2,Acyl-CoA synthetases,enzyme,['acss2']
886,Adenosine deaminase,Adenosine turnover,enzyme,['ada']
887,Adenosine kinase,Adenosine turnover,enzyme,"['adka', 'adkb']"
888,Ecto-5'-Nucleotidase,Adenosine turnover,enzyme,['nt5e']
889,S-Adenosylhomocysteine hydrolase,Adenosine turnover,enzyme,['ahcy']
890,5'-nucleotidase IA,Adenosine turnover,enzyme,"['nt5c1aa', 'nt5c1ab']"
891,5'-nucleotidase IB,Adenosine turnover,enzyme,"['nt5c1ba', 'nt5c1bb']"
892,5'-nucleotidase III,Adenosine turnover,enzyme,['nt5c3a']
893,adenylyl cyclase 1,Adenylyl cyclases (ACs),enzyme,"['adcy1a', 'adcy1b']"
894,adenylyl cyclase 2,Adenylyl cyclases (ACs),enzyme,"['adcy2b', 'adcy2a']"
895,adenylyl cyclase 3,Adenylyl cyclases (ACs),enzyme,"['adcy3b', 'adcy3a']"
896,adenylyl cyclase 5,Adenylyl cyclases (ACs),enzyme,['adcy5']
897,adenylyl cyclase 6,Adenylyl cyclases (ACs),enzyme,"['adcy6b', 'adcy6a']"
898,adenylyl cyclase 7,Adenylyl cyclases (ACs),enzyme,['adcy7']
899,adenylyl cyclase 8,Adenylyl cyclases (ACs),enzyme,['adcy8']
900,adenylyl cyclase 9,Adenylyl cyclases (ACs),enzyme,"['adcy9', 'CR339059.1']"
901,AKT serine/threonine kinase 1,"Akt (Protein kinase B, PKB) family",enzyme,"['akt1', 'LO018430.2']"
902,AKT serine/threonine kinase 2,"Akt (Protein kinase B, PKB) family",enzyme,"['akt2', 'akt2l']"
903,AKT serine/threonine kinase 3,"Akt (Protein kinase B, PKB) family",enzyme,['akt3a']
904,alkaline ceramidase 1,Alkaline ceramidases,enzyme,['acer1']
905,alkaline ceramidase 2,Alkaline ceramidases,enzyme,['acer2']
906,alkaline ceramidase 3,Alkaline ceramidases,enzyme,['acer3']
907,protein kinase C beta,Alpha subfamily,enzyme,"['prkcba', 'prkcbb']"
908,protein kinase C gamma,Alpha subfamily,enzyme,['prkcg']
909,L-Phenylalanine hydroxylase ,Amino acid hydroxylases,enzyme,['pah']
910,L-Tyrosine hydroxylase ,Amino acid hydroxylases,enzyme,['th']
911,L-Tryptophan hydroxylase 1,Amino acid hydroxylases,enzyme,"['tph1a', 'tph1b']"
912,L-Tryptophan hydroxylase 2,Amino acid hydroxylases,enzyme,['tph2']
913,protein kinase AMP-activated catalytic subunit alpha 1,AMPK subfamily,enzyme,['prkaa1']
914,protein kinase AMP-activated catalytic subunit alpha 2,AMPK subfamily,enzyme,['prkaa2']
915,protein kinase AMP-activated non-catalytic subunit beta 1,AMPK subfamily,enzyme,"['prkab1a', 'prkab1b']"
916,protein kinase AMP-activated non-catalytic subunit beta 2,AMPK subfamily,enzyme,['CABZ01083448.1']
917,protein kinase AMP-activated non-catalytic subunit gamma 1,AMPK subfamily,enzyme,['prkag1']
918,protein kinase AMP-activated non-catalytic subunit gamma 2,AMPK subfamily,enzyme,"['prkag2b', 'prkag2a']"
919,protein kinase AMP-activated non-catalytic subunit gamma 3,AMPK subfamily,enzyme,"['prkag3b', 'prkag3a']"
920,Arginase I,Arginase,enzyme,['arg1']
921,Arginase II,Arginase,enzyme,['arg2']
922,Arginine:glycine amidinotransferase,Arginine:glycine amidinotransferase,enzyme,['gatm']
923,ATR serine/threonine kinase,ATR subfamily,enzyme,['atr']
924,aurora kinase A,Aurora kinase (Aur) family,enzyme,['aurka']
925,aurora kinase B,Aurora kinase (Aur) family,enzyme,['aurkb']
926,BCR activator of RhoGEF and GTPase,BCR family,enzyme,"['BCR', 'bcr']"
927,beta adrenergic receptor kinase 2,Beta-adrenergic receptor kinases (βARKs),enzyme,['grk3']
928,bromodomain containing 1,Bromodomain kinase (BRDK) family,enzyme,"['brd1a', 'brd1b']"
929,bromodomain containing 2,Bromodomain kinase (BRDK) family,enzyme,"['brd2a', 'brd2b']"
930,bromodomain containing 7,Bromodomain kinase (BRDK) family,enzyme,['brd7']
931,bromodomain containing 8,Bromodomain kinase (BRDK) family,enzyme,"['brd8', 'BRD8']"
932,bromodomain containing 9,Bromodomain kinase (BRDK) family,enzyme,['brd9']
933,BR serine/threonine kinase 2,BRSK subfamily,enzyme,"['BRSK2', 'brsk2b']"
934,BUB1 mitotic checkpoint serine/threonine kinase,Bub family,enzyme,['bub1']
