,receptor,family,gene
458,GluN1,Ionotropic glutamate receptors,['GRIN1']
459,GluN2A,Ionotropic glutamate receptors,['GRIN2A']
460,GluN2B,Ionotropic glutamate receptors,['GRIN2B']
461,GluN2C,Ionotropic glutamate receptors,['GRIN2C']
462,GluN3A,Ionotropic glutamate receptors,['GRIN3A']
463,GluN3B,Ionotropic glutamate receptors,['GRIN3B']
464,IP3R1,IP3 receptors,['ITPR1']
465,IP3R2,IP3 receptors,['ITPR2']
466,nicotinic acetylcholine receptor α1 subunit,Nicotinic acetylcholine receptors,['CHRNA1']
467,nicotinic acetylcholine receptor α2 subunit,Nicotinic acetylcholine receptors,['CHRNA2']
468,nicotinic acetylcholine receptor α3 subunit,Nicotinic acetylcholine receptors,['CHRNA3']
469,nicotinic acetylcholine receptor α4 subunit,Nicotinic acetylcholine receptors,['CHRNA4']
470,nicotinic acetylcholine receptor α5 subunit,Nicotinic acetylcholine receptors,['CHRNA5']
471,nicotinic acetylcholine receptor α6 subunit,Nicotinic acetylcholine receptors,['CHRNA6']
472,nicotinic acetylcholine receptor α7 subunit,Nicotinic acetylcholine receptors,['CHRNA7']
473,nicotinic acetylcholine receptor α9 subunit,Nicotinic acetylcholine receptors,['CHRNA9']
474,nicotinic acetylcholine receptor β1 subunit,Nicotinic acetylcholine receptors,['ENSGALG00000054377']
475,nicotinic acetylcholine receptor β2 subunit,Nicotinic acetylcholine receptors,['CHRNB2']
476,nicotinic acetylcholine receptor β3 subunit,Nicotinic acetylcholine receptors,['CHRNB3']
477,nicotinic acetylcholine receptor β4 subunit,Nicotinic acetylcholine receptors,['CHRNB4']
478,nicotinic acetylcholine receptor δ subunit,Nicotinic acetylcholine receptors,['CHRND']
479,P2X1,P2X receptors,['P2RX1']
480,P2X2,P2X receptors,['P2RX2']
481,P2X4,P2X receptors,['P2RX4']
482,P2X5,P2X receptors,['P2RX5']
483,P2X6,P2X receptors,['P2RX6']
484,P2X7,P2X receptors,['P2RX7']
485,AQP0,Aquaporins,['MIP']
486,AQP1,Aquaporins,['AQP1']
487,AQP2,Aquaporins,['AQP2']
488,AQP3,Aquaporins,['AQP3']
489,AQP4,Aquaporins,['AQP4']
490,AQP5,Aquaporins,['AQP5']
491,AQP7,Aquaporins,['ENSGALG00000018534']
492,AQP8,Aquaporins,['AQP8']
493,AQP9,Aquaporins,['AQP9']
494,AQP11,Aquaporins,['AQP11']
495,CaCC,Calcium activated chloride channel,['ANO1']
496,CFTR,CFTR,['CFTR']
497,ClC-1,ClC family,['CLCN1']
498,ClC-2,ClC family,"['CLCN2', 'CLCN2']"
499,ClC-Ka,ClC family,['ENSGALG00000015234']
500,ClC-Kb,ClC family,['ENSGALG00000015234']
501,ClC-3,ClC family,['CLCN3']
502,ClC-4,ClC family,['CLCN4']
503,ClC-5,ClC family,['CLCN5']
504,ClC-6,ClC family,['CLCN6']
505,ClC-7,ClC family,['CLCN7']
506,Cx26,Connexins and Pannexins,"['GJB6', 'GJB2']"
507,Cx30,Connexins and Pannexins,"['GJB6', 'GJB2']"
508,Cx31.1,Connexins and Pannexins,['GJB5']
509,Cx32,Connexins and Pannexins,['GJB1']
510,Cx36,Connexins and Pannexins,['GJD2']
511,Cx37,Connexins and Pannexins,['GJA4']
512,Cx40,Connexins and Pannexins,['GJA5']
513,Cx40.1,Connexins and Pannexins,['GJD4']
514,Cx43,Connexins and Pannexins,['GJA1']
515,Cx45,Connexins and Pannexins,['GJC3']
516,Cx46,Connexins and Pannexins,['GJA3']
517,Cx47,Connexins and Pannexins,['GJC2']
518,Cx50,Connexins and Pannexins,['GJA8']
519,Cx62,Connexins and Pannexins,['GJA10']
520,Px1,Connexins and Pannexins,['PANX1']
521,Px2,Connexins and Pannexins,['PANX2']
522,Px3,Connexins and Pannexins,['PANX3']
523,Orai1,Orai channels,['ORAI1']
524,Orai2,Orai channels,['ORAI3']
525,Piezo2,Piezo channels,['PIEZO2']
526,Navi2.1,"Sodium leak channel, non-selective",['NALCN']
527,GDNF family receptor α2,GDNF receptor family,['GFRA2']
528,GDNF family receptor α3,GDNF receptor family,['GFRA3']
529,GDNF family receptor α4,GDNF receptor family,['GFRA4']
530,GDNF family receptor alpha like,GDNF receptor family,['GFRAL']
531,Interleukin-22 receptor α2,IL-10 receptor family,['IL22RA2']
532,"Interleukin 10 receptor, α subunit",IL-10 receptor family,['IL10RA']
533,"Interleukin 10 receptor, β subunit",IL-10 receptor family,['IL10RB']
534,"Interleukin 20 receptor, α subunit",IL-10 receptor family,['IL20RA']
535,"Interleukin 20 receptor, β subunit",IL-10 receptor family,['IL20RB']
536,"Interleukin 22 receptor, α1 subunit",IL-10 receptor family,['IL22RA1']
537,Interferon-λ receptor subunit 1,IL-10 receptor family,['ENSGALG00000004231']
538,"Interleukin-12 receptor, β1 subunit",IL-12 receptor family,['ENSGALG00000035825']
539,"Interleukin-12 receptor, β2 subunit",IL-12 receptor family,['IL12RB2']
540,Interleukin 17 receptor A,IL-17 receptor family,['IL17RA']
541,Interleukin-17 receptor D,IL-17 receptor family,['IL17RD']
542,Interleukin 17 receptor E,IL-17 receptor family,['ENSGALG00000054572']
543,"Interleukin 13 receptor, α2",IL-2 receptor family,['IL13RA2']
544,Interleukin-2 receptor subunit α,IL-2 receptor family,['IL2RA']
545,Interleukin-2 receptor subunit β,IL-2 receptor family,['IL2RB']
546,Interleukin-4 receptor subunit α,IL-2 receptor family,['ENSGALG00000035447']
547,Interleukin-7 receptor subunit α,IL-2 receptor family,['IL7R']
548,Interleukin 9 receptor,IL-2 receptor family,['ENSGALG00000006394']
549,Interleukin-13 receptor subunit α1,IL-2 receptor family,"['IL13RA1', 'IL13RA1']"
550,Interleukin 21 receptor,IL-2 receptor family,['IL21R']
551,Cytokine receptor-like factor 2,IL-2 receptor family,['CRLF2']
552,"Interleukin 5 receptor, α subunit",IL-3 receptor family,['IL5RA']
553,"GM-CSF receptor, α subunit",IL-3 receptor family,"['CSF2RA', 'ENSGALG00000019147', 'ENSGALG00000046156']"
554,Cytokine receptor common β subunit,IL-3 receptor family,"['ENSGALG00000025881', 'ENSGALG00000050441']"
555,"Interleukin-6 receptor, α subunit",IL-6 receptor family,['IL6R']
556,"Interleukin-6 receptor, β subunit",IL-6 receptor family,['IL6ST']
557,"Interleukin-11 receptor, α subunit",IL-6 receptor family,['IL11RA']
558,"Interleukin-31 receptor, α subunit",IL-6 receptor family,['IL31RA']
559,Ciliary neurotrophic factor receptor α subunit,IL-6 receptor family,['CNTFR']
560,Leptin receptor,IL-6 receptor family,['LEPR']
561,Leukemia inhibitory factor receptor,IL-6 receptor family,['LIFR']
562,"Oncostatin M-specific receptor, β subunit",IL-6 receptor family,['ENSGALG00000003747']
563,CD40,Immune checkpoint catalytic receptors,['CD40']
564,"Interleukin 1 receptor, type I",Immunoglobulin-like family of IL-1 receptors,"['ENSGALG00000030526', 'IL1R1']"
565,"Interleukin 1 receptor, type II",Immunoglobulin-like family of IL-1 receptors,['IL1R2']
566,Interleukin-1 receptor-like 1,Immunoglobulin-like family of IL-1 receptors,['IL1RL1']
567,Interleukin-18 receptor 1,Immunoglobulin-like family of IL-1 receptors,['IL18R1']
568,single Ig and TIR domain containing,Immunoglobulin-like family of IL-1 receptors,['SIGIRR']
569,"integrin, alpha 1 subunit",Integrins,['PELO']
570,"integrin, alpha 2 subunit (CD49B, alpha 2 subunit of VLA-2 receptor)",Integrins,['ITGA2']
571,"integrin, alpha IIb subunit (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)",Integrins,['ITGA2B']
572,"integrin, alpha 4 subunit (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",Integrins,['ITGA4']
573,"integrin, alpha 6 subunit",Integrins,['ITGA6']
574,"integrin, alpha 7 subunit",Integrins,['ITGA7']
575,"integrin, alpha 8 subunit",Integrins,['ITGA8']
576,"integrin, alpha 9 subunit",Integrins,['ITGA9']
577,"integrin, alpha 10 subunit",Integrins,"['ENSGALG00000047775', 'ENSGALG00000050728', 'ENSGALG00000052423']"
578,"integrin, alpha 11 subunit",Integrins,['ITGA11']
579,"integrin, alpha V subunit",Integrins,['ITGAV']
580,"integrin, alpha X subunit (complement component 3 receptor 4 subunit)",Integrins,['ENSGALG00000041298']
581,"integrin, beta 1 subunit (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",Integrins,['ITGB1']
582,"integrin, beta 2 subunit (complement component 3 receptor 3 and 4 subunit)",Integrins,['ITGB2']
583,"integrin, beta 6 subunit",Integrins,['ITGB6']
584,"integrin, beta 7 subunit",Integrins,['ITGB7']
585,"integrin, beta 8 subunit",Integrins,['ITGB8']
586,interferon α/β  receptor 1,Interferon receptor family,['IFNAR1']
587,Interferon γ receptor 1,Interferon receptor family,['IFNGR1']
588,Interferon γ receptor 2,Interferon receptor family,['IFNGR2']
589,Guanylyl cyclase α1 subunit,Nitric oxide (NO)-sensitive (soluble) guanylyl cyclase,['GUCY1A1']
590,Guanylyl cyclase α2 subunit,Nitric oxide (NO)-sensitive (soluble) guanylyl cyclase,['GUCY1A2']
591,Guanylyl cyclase β1 subunit,Nitric oxide (NO)-sensitive (soluble) guanylyl cyclase,['GUCY1B1']
592,nucleotide binding oligomerization domain containing 1,NOD-like receptor family,['NOD1']
593,NLRC3,NOD-like receptor family,['NLRC3']
594,NLRC4,NOD-like receptor family,['ENSGALG00000037678']
595,NLRX1,NOD-like receptor family,['NLRX1']
596,CIITA,NOD-like receptor family,['ENSGALG00000049356']
597,NLRP10,NOD-like receptor family,['NLRP3']
598,Granulocyte colony-stimulating factor receptor,Prolactin receptor family,['CSF3R']
599,Growth hormone receptor,Prolactin receptor family,['GHR']
600,Prolactin receptor,Prolactin receptor family,['PRLR']
601,RTP Type A,Receptor tyrosine phosphatase (RTP) family,['PTPRA']
602,RTP Type B,Receptor tyrosine phosphatase (RTP) family,['PTPRB']
603,RTP Type C,Receptor tyrosine phosphatase (RTP) family,['PTPRC']
604,RTP Type D,Receptor tyrosine phosphatase (RTP) family,['PTPRD']
605,RTP Type E,Receptor tyrosine phosphatase (RTP) family,['PTPRE']
606,RTP Type F,Receptor tyrosine phosphatase (RTP) family,['PTPRF']
607,RTP Type G,Receptor tyrosine phosphatase (RTP) family,['PTPRG']
608,RTP Type J,Receptor tyrosine phosphatase (RTP) family,['PTPRJ']
609,RTP Type K,Receptor tyrosine phosphatase (RTP) family,['PTPRK']
610,RTP Type M,Receptor tyrosine phosphatase (RTP) family,['PTPRM']
611,RTP Type N,Receptor tyrosine phosphatase (RTP) family,['PTPRN']
612,RTP Type N2,Receptor tyrosine phosphatase (RTP) family,['PTPRN2']
613,RTP Type O,Receptor tyrosine phosphatase (RTP) family,['PTPRO']
614,RTP Type Q,Receptor tyrosine phosphatase (RTP) family,['PTPRQ']
615,RTP Type R,Receptor tyrosine phosphatase (RTP) family,['PTPRR']
616,RTP Type S,Receptor tyrosine phosphatase (RTP) family,['PTPRS']
617,RTP Type T,Receptor tyrosine phosphatase (RTP) family,['PTPRT']
618,RTP Type U,Receptor tyrosine phosphatase (RTP) family,['PTPRU']
619,RTP Type Z1,Receptor tyrosine phosphatase (RTP) family,['PTPRZ1']
620,interferon induced with helicase C domain 1,RIG-I-like receptor family,['IFIH1']
621,DExH-box helicase 58,RIG-I-like receptor family,['DHX58']
622,TLR2,Toll-like receptor family,"['TLR2B', 'TLR2A']"
623,TLR3,Toll-like receptor family,['TLR3']
624,TLR4,Toll-like receptor family,['TLR4']
625,TLR6,Toll-like receptor family,"['TLR1A', 'TLR1B']"
626,TLR7,Toll-like receptor family,['TLR7']
627,Guanylyl cyclase-B,Transmembrane guanylyl cyclases,['NPR2']
628,Guanylyl cyclase-C,Transmembrane guanylyl cyclases,['GUCY2C']
629,natriuretic peptide receptor 3,Transmembrane guanylyl cyclases,['NPR3']
630,Guanylyl cyclase-D,Transmembrane guanylyl cyclases,['ENSGALG00000000808']
631,Guanylyl cyclase-E,Transmembrane guanylyl cyclases,['ENSGALG00000000808']
632,tumor necrosis factor receptor 1,Tumour necrosis factor (TNF) receptor family,['TNFRSF1A']
633,lymphotoxin β receptor,Tumour necrosis factor (TNF) receptor family,['ENSGALG00000044874']
634,CD40,Tumour necrosis factor (TNF) receptor family,['CD40']
635,Fas,Tumour necrosis factor (TNF) receptor family,['FAS']
636,CD27,Tumour necrosis factor (TNF) receptor family,['ENSGALG00000044874']
637,CD30,Tumour necrosis factor (TNF) receptor family,['TNFRSF8']
638,4-1BB,Tumour necrosis factor (TNF) receptor family,['TNFRSF9']
639,receptor activator of NF-kappa B,Tumour necrosis factor (TNF) receptor family,['TNFRSF11A']
640,osteoprotegerin,Tumour necrosis factor (TNF) receptor family,['TNFRSF11B']
641,death receptor 3,Tumour necrosis factor (TNF) receptor family,['TNFRSF25']
642,TACI,Tumour necrosis factor (TNF) receptor family,['TNFRSF13B']
643,BAFF receptor,Tumour necrosis factor (TNF) receptor family,['TNFRSF13C']
644,nerve growth factor receptor,Tumour necrosis factor (TNF) receptor family,['NGFR']
645,glucocorticoid-induced TNF receptor,Tumour necrosis factor (TNF) receptor family,"['TNFRSF18', 'ENSGALG00000044874']"
646,toxicity and JNK inducer,Tumour necrosis factor (TNF) receptor family,['TNFRSF19']
647,RELT,Tumour necrosis factor (TNF) receptor family,['RELT']
648,death receptor 6,Tumour necrosis factor (TNF) receptor family,['TNFRSF21']
649,ectodysplasin A2 isoform receptor,Tumour necrosis factor (TNF) receptor family,['EDA2R']
650,"ectodysplasin 1, anhidrotic receptor",Tumour necrosis factor (TNF) receptor family,['EDAR']
651,transforming growth factor beta receptor 3,Type III receptor serine/threonine kinases,['TGFBR3']
652,platelet derived growth factor receptor alpha,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",['PDGFRA']
653,platelet derived growth factor receptor beta,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",['PDGFRB']
654,"KIT proto-oncogene, receptor tyrosine kinase","Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",['KIT']
655,colony stimulating factor 1 receptor,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",['CSF1R']
656,fms related tyrosine kinase 3,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",['FLT3']
657,activin A receptor type 2A,Type II receptor serine/threonine kinases,['ACVR2A']
658,activin A receptor type 2B,Type II receptor serine/threonine kinases,['ACVR2B']
659,anti-Mullerian hormone receptor type 2,Type II receptor serine/threonine kinases,['ENSGALG00000052541']
660,bone morphogenetic protein receptor type 2,Type II receptor serine/threonine kinases,['BMPR2']
661,transforming growth factor beta receptor 2,Type II receptor serine/threonine kinases,['TGFBR2']
662,Insulin receptor,Type II RTKs: Insulin receptor family,['INSR']
663,Insulin-like growth factor I receptor,Type II RTKs: Insulin receptor family,['IGF1R']
664,Insulin receptor-related receptor,Type II RTKs: Insulin receptor family,['INSRR']
665,activin A receptor type IL,Type I receptor serine/threonine kinases,['ACVRL1']
666,activin A receptor type 1,Type I receptor serine/threonine kinases,['ACVR1']
667,bone morphogenetic protein receptor type IA,Type I receptor serine/threonine kinases,['BMPR1A']
668,activin A receptor type 1B,Type I receptor serine/threonine kinases,['ACVR1B']
669,transforming growth factor beta receptor 1,Type I receptor serine/threonine kinases,['TGFBR1']
670,bone morphogenetic protein receptor type IB,Type I receptor serine/threonine kinases,['BMPR1B']
671,activin A receptor type 1C,Type I receptor serine/threonine kinases,['ACVR1C']
672,epidermal growth factor receptor,Type I RTKs: ErbB (epidermal growth factor) receptor family,['EGFR']
673,erb-b2 receptor tyrosine kinase 2,Type I RTKs: ErbB (epidermal growth factor) receptor family,['ERBB2']
674,erb-b2 receptor tyrosine kinase 3,Type I RTKs: ErbB (epidermal growth factor) receptor family,['ERBB3']
675,erb-b2 receptor tyrosine kinase 4,Type I RTKs: ErbB (epidermal growth factor) receptor family,['ERBB4']
676,fms related tyrosine kinase 1,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,['FLT1']
677,kinase insert domain receptor,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,['KDR']
678,fms related tyrosine kinase 4,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,['FLT4']
679,muscle associated receptor tyrosine kinase,Type IX RTKs: MuSK,['MUSK']
680,receptor tyrosine kinase like orphan receptor 1,Type VIII RTKs: ROR family ,['ROR1']
681,receptor tyrosine kinase like orphan receptor 2,Type VIII RTKs: ROR family ,['ROR2']
682,neurotrophic receptor tyrosine kinase 1,Type VII RTKs: Neurotrophin receptor/Trk family,['NTRK1']
683,neurotrophic receptor tyrosine kinase 2,Type VII RTKs: Neurotrophin receptor/Trk family,['NTRK2']
684,neurotrophic receptor tyrosine kinase 3,Type VII RTKs: Neurotrophin receptor/Trk family,['NTRK3']
685,protein tyrosine kinase 7 (inactive),Type VI RTKs: PTK7/CCK4,['PTK7']
686,fibroblast growth factor receptor 1,Type V RTKs: FGF (fibroblast growth factor) receptor family,['FGFR1']
687,fibroblast growth factor receptor 2,Type V RTKs: FGF (fibroblast growth factor) receptor family,['FGFR2']
688,fibroblast growth factor receptor 3,Type V RTKs: FGF (fibroblast growth factor) receptor family,['FGFR3']
689,fibroblast growth factor receptor 4,Type V RTKs: FGF (fibroblast growth factor) receptor family,['FGFR4']
690,EPH receptor A1,Type XIII RTKs: Ephrin receptor family,['EPHA1']
691,EPH receptor A2,Type XIII RTKs: Ephrin receptor family,['EPHA2']
692,EPH receptor A3,Type XIII RTKs: Ephrin receptor family,['EPHA3']
693,EPH receptor A4,Type XIII RTKs: Ephrin receptor family,['EPHA4']
694,EPH receptor A5,Type XIII RTKs: Ephrin receptor family,['EPHA5']
695,EPH receptor A7,Type XIII RTKs: Ephrin receptor family,['EPHA7']
696,EPH receptor A8,Type XIII RTKs: Ephrin receptor family,['EPHA8']
697,EPH receptor B1,Type XIII RTKs: Ephrin receptor family,['EPHB1']
698,EPH receptor B2,Type XIII RTKs: Ephrin receptor family,['EPHB2']
699,EPH receptor B3,Type XIII RTKs: Ephrin receptor family,['EPHB3']
700,EPH receptor B6,Type XIII RTKs: Ephrin receptor family,['EPHB6']
701,tyrosine kinase with immunoglobulin like and EGF like domains 1,Type XII RTKs: TIE family of angiopoietin receptors,['TIE1']
702,TEK receptor tyrosine kinase,Type XII RTKs: TIE family of angiopoietin receptors,['TEK']
703,TYRO3 protein tyrosine kinase,"Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family",['AXL']
704,"MER proto-oncogene, tyrosine kinase","Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family",['MERTK']
705,ret proto-oncogene,Type XIV RTKs: RET,['RET']
706,ALK receptor tyrosine kinase,Type XIX RTKs: Leukocyte tyrosine kinase (LTK) receptor family,['ALK']
707,"MET proto-oncogene, receptor tyrosine kinase",Type X RTKs: HGF (hepatocyte growth factor) receptor family,['MET']
708,macrophage stimulating 1 receptor,Type X RTKs: HGF (hepatocyte growth factor) receptor family,['MST1R']
709,apoptosis associated tyrosine kinase,Type XVIII RTKs: LMR family,['AATK']
710,"c-ros oncogene 1, receptor tyrosine kinase",Type XVII RTKs: ROS receptors,['ROS1']
711,discoidin domain receptor tyrosine kinase 2,Type XVI RTKs: DDR (collagen receptor) family,['DDR2']
712,receptor like tyrosine kinase,Type XV RTKs: RYK,['RYK']
713,serine/threonine/tyrosine kinase 1,Type XX RTKs: STYK1,['STYK1']
714,isocitrate dehydrogenase (NADP(+)) 1,1.1.1.42 Isocitrate dehydrogenases,['IDH1']
715,isocitrate dehydrogenase (NADP(+)) 2,1.1.1.42 Isocitrate dehydrogenases,['IDH2']
716,"tryptophan 2,3-dioxygenase",1.13.11.- Dioxygenases,['TDO2']
717,lysine demethylase 1A,1.14.11.- Histone demethylases,['KDM1A']
718,lysine demethylase 1B,1.14.11.- Histone demethylases,['KDM1B']
719,lysine demethylase 2A,1.14.11.- Histone demethylases,['KDM2A']
720,lysine demethylase 2B,1.14.11.- Histone demethylases,['KDM2B']
721,lysine demethylase 3A,1.14.11.- Histone demethylases,['KDM3A']
722,lysine demethylase 3B,1.14.11.- Histone demethylases,['KDM3B']
723,lysine demethylase 4A,1.14.11.- Histone demethylases,['ENSGALG00000010074']
724,lysine demethylase 4B,1.14.11.- Histone demethylases,['KDM4B']
725,lysine demethylase 4C,1.14.11.- Histone demethylases,['KDM4C']
726,lysine demethylase 5A,1.14.11.- Histone demethylases,['KDM5A']
727,lysine demethylase 5B,1.14.11.- Histone demethylases,['KDM5B']
728,lysine demethylase 8,1.14.11.- Histone demethylases,['KDM8']
729,PHD finger protein 2,1.14.11.- Histone demethylases,['PHF2']
730,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase",1.14.11.- Histone demethylases,['JMJD6']
731,kynurenine 3-monooxygenase,1.14.13.9 Kynurenine 3-monooxygenase,['KMO']
732,ribonucleotide reductase catalytic subunit M1,1.17.4.1 Ribonucleoside-diphosphate reductases,['RRM1']
733,ribonucleotide reductase regulatory subunit M2,1.17.4.1 Ribonucleoside-diphosphate reductases,['RRM2']
734,ribonucleotide reductase regulatory TP53 inducible subunit M2B,1.17.4.1 Ribonucleoside-diphosphate reductases,['RRM2B']
735,lysyl oxidase like 2,1.4.3.13 Lysyl oxidases,['LOXL2']
736,aldehyde dehydrogenase 2 family member,1.-.-.- Oxidoreductases,['ENSGALG00000004725']
737,aldo-keto reductase family 1 member B,1.-.-.- Oxidoreductases,"['ENSGALG00000003466', 'ENSGALG00000019284', 'AKR1B1', 'ENSGALG00000049903', 'AKR1E2', 'ENSGALG00000054210']"
738,amine oxidase copper containing 3,1.-.-.- Oxidoreductases,"['ENSGALG00000033522', 'ENSGALG00000046412']"
739,catalase,1.-.-.- Oxidoreductases,['CAT']
740,dihydrofolate reductase,1.-.-.- Oxidoreductases,['DHFR']
741,glutathione-disulfide reductase,1.-.-.- Oxidoreductases,['GSR']
742,4-hydroxyphenylpyruvate dioxygenase,1.-.-.- Oxidoreductases,['HPD']
743,hydroxysteroid 17-beta dehydrogenase 2,1.-.-.- Oxidoreductases,['HSD17B2']
744,inosine monophosphate dehydrogenase 1,1.-.-.- Oxidoreductases,['ENSGALG00000054818']
745,inosine monophosphate dehydrogenase 2,1.-.-.- Oxidoreductases,['IMPDH2']
746,sepiapterin reductase,1.-.-.- Oxidoreductases,['SPR']
747,steroid 5 alpha-reductase 2,1.-.-.- Oxidoreductases,['SRD5A2']
748,tyrosinase,1.-.-.- Oxidoreductases,['TYR']
749,xanthine dehydrogenase,1.-.-.- Oxidoreductases,['XDH']
750,"phosphoinositide kinase, FYVE-type zinc finger containing",1-phosphatidylinositol-3-phosphate 5-kinase family,['PIKFYVE']
751,phosphatidylinositol 4-kinase alpha,1-phosphatidylinositol 4-kinase family,['PI4KA']
752,phosphatidylinositol 4-kinase beta,1-phosphatidylinositol 4-kinase family,['PI4KB']
753,ASH1 like histone lysine methyltransferase,2.1.1.43 Histone methyltransferases (HMTs),['ASH1L']
754,DOT1 like histone lysine methyltransferase,2.1.1.43 Histone methyltransferases (HMTs),['DOT1L']
755,euchromatic histone lysine methyltransferase 1,2.1.1.43 Histone methyltransferases (HMTs),['EHMT1']
756,enhancer of zeste 1 polycomb repressive complex 2 subunit,2.1.1.43 Histone methyltransferases (HMTs),['EZH1']
757,enhancer of zeste 2 polycomb repressive complex 2 subunit,2.1.1.43 Histone methyltransferases (HMTs),['EZH2']
758,lysine methyltransferase 2A,2.1.1.43 Histone methyltransferases (HMTs),['ENSGALG00000006818']
759,lysine methyltransferase 2D,2.1.1.43 Histone methyltransferases (HMTs),['KMT2D']
760,lysine methyltransferase 2E,2.1.1.43 Histone methyltransferases (HMTs),['KMT2E']
761,lysine methyltransferase 5B,2.1.1.43 Histone methyltransferases (HMTs),['KMT5B']
762,lysine methyltransferase 5C,2.1.1.43 Histone methyltransferases (HMTs),['KMT5C']
763,PR/SET domain 2,2.1.1.43 Histone methyltransferases (HMTs),['PRDM2']
764,"SET domain containing 2, histone lysine methyltransferase",2.1.1.43 Histone methyltransferases (HMTs),['SETD2']
765,"SET domain containing 7, histone lysine methyltransferase",2.1.1.43 Histone methyltransferases (HMTs),['SETD7']
766,SET domain bifurcated histone lysine methyltransferase 1,2.1.1.43 Histone methyltransferases (HMTs),['SETDB1']
767,SET domain bifurcated histone lysine methyltransferase 2,2.1.1.43 Histone methyltransferases (HMTs),"['SETDB2', 'PHF11']"
768,SET and MYND domain containing 2,2.1.1.43 Histone methyltransferases (HMTs),['SMYD2']
769,suppressor of variegation 3-9 homolog 1,2.1.1.43 Histone methyltransferases (HMTs),['SUV39H1']
770,suppressor of variegation 3-9 homolog 2,2.1.1.43 Histone methyltransferases (HMTs),['SUV39H2']
771,thymidylate synthetase,2.1.1.- Methyltransferases,"['ENSGALG00000014897', 'ENSGALG00000047488']"
772,DNA methyltransferase 1,2.1.1.- Methyltransferases,['DNMT1']
773,DNA (cytosine-5-)-methyltransferase 3α,2.1.1.- Methyltransferases,['DNMT3A']
774,protein arginine methyltransferase 3,2.1.1.- Protein arginine N-methyltransferases,['PRMT3']
775,protein arginine methyltransferase 7 ,2.1.1.- Protein arginine N-methyltransferases,['PRMT7']
776,protein arginine methyltransferase 8,2.1.1.- Protein arginine N-methyltransferases,['PRMT8']
777,F-box protein 11,2.1.1.- Protein arginine N-methyltransferases,['FBXO11']
778,protein arginine methyltransferase 9,2.1.1.- Protein arginine N-methyltransferases,['PRMT9']
779,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase","2.1.2.- Hydroxymethyl-, formyl- and related transferases",['GART']
780,clock circadian regulator,2.3.1.48 Histone acetyltransferases (HATs),['CLOCK']
781,elongator acetyltransferase complex subunit 3,2.3.1.48 Histone acetyltransferases (HATs),['ELP3']
782,general transcription factor IIIC subunit 4,2.3.1.48 Histone acetyltransferases (HATs),['GTF3C4']
783,histone acetyltransferase 1,2.3.1.48 Histone acetyltransferases (HATs),['HAT1']
784,jumonji domain containing 1C,2.3.1.48 Histone acetyltransferases (HATs),['JMJD1C']
785,lysine acetyltransferase 6A,2.3.1.48 Histone acetyltransferases (HATs),['KAT6A']
786,lysine acetyltransferase 2A,2.3.1.48 Histone acetyltransferases (HATs),['KAT2A']
787,lysine acetyltransferase 7,2.3.1.48 Histone acetyltransferases (HATs),['KAT7']
788,nuclear receptor coactivator 1,2.3.1.48 Histone acetyltransferases (HATs),['NCOA1']
789,nuclear receptor coactivator 2,2.3.1.48 Histone acetyltransferases (HATs),['NCOA2']
790,nuclear receptor coactivator 3,2.3.1.48 Histone acetyltransferases (HATs),['NCOA3']
791,fatty acid synthase,2.3.1.-  Acyltransferases,['FASN']
792,monoacylglycerol O-acyltransferase 2,2.3.1.-  Acyltransferases,['MOGAT2']
793,transglutaminase 2,2.3.2.13 Transglutaminases,['TGM2']
794,purine nucleoside phosphorylase,2.4.2.1 Purine-nucleoside phosphorylase,['PNP']
795,"farnesyltransferase, CAAX box, alpha",2.5.1.58 Protein farnesyltransferase,['FNTA']
796,"farnesyltransferase, CAAX box, beta",2.5.1.58 Protein farnesyltransferase,['ENSGALG00000038143']
797,pyruvate kinase M1/2,2.7.1.40 Pyruvate kinases,['PKLR']
798,Diacylglycerol lipase α,2-Acylglycerol ester turnover,['DAGLA']
799,Diacylglycerol lipase β,2-Acylglycerol ester turnover,['DAGLB']
800,Monoacylglycerol lipase,2-Acylglycerol ester turnover,['MGLL']
801,αβ-Hydrolase 6,2-Acylglycerol ester turnover,['ABHD6']
802,αβ-Hydrolase 12,2-Acylglycerol ester turnover,['ABHD12']
803,acyloxyacyl hydrolase,3.1.1.- Carboxylic Ester Hydrolases,['AOAH']
