,receptor,family,gene
436,ENaC α,Epithelial sodium channel (ENaC),['SCNN1A']
437,ENaC β,Epithelial sodium channel (ENaC),['SCNN1B']
438,ENaC γ,Epithelial sodium channel (ENaC),"['ENSACAG00000014662', 'ENSACAG00000027346']"
439,GABAA receptor α1 subunit,GABAA receptors,['GABRA1']
440,GABAA receptor α2 subunit,GABAA receptors,['GABRA2']
441,GABAA receptor α3 subunit,GABAA receptors,['GABRA3']
442,GABAA receptor α4 subunit,GABAA receptors,"['ENSACAG00000006845', 'ENSACAG00000027565']"
443,GABAA receptor α5 subunit,GABAA receptors,['GABRA5']
444,GABAA receptor α6 subunit,GABAA receptors,['GABRA6']
445,GABAA receptor β2 subunit,GABAA receptors,['GABRB2']
446,GABAA receptor β3 subunit,GABAA receptors,['GABRB3']
447,GABAA receptor γ1 subunit,GABAA receptors,['GABRG1']
448,GABAA receptor γ2 subunit,GABAA receptors,['GABRG2']
449,GABAA receptor γ3 subunit,GABAA receptors,['GABRG3']
450,GABAA receptor ε subunit,GABAA receptors,['GABRE']
451,GABAA receptor π subunit,GABAA receptors,['GABRP']
452,GABAA receptor ρ1 subunit,GABAA receptors,['GABRR1']
453,GABAA receptor ρ2 subunit,GABAA receptors,['GABRR2']
454,GABAA receptor ρ3 subunit,GABAA receptors,['GABRR3']
455,glycine receptor α1 subunit,Glycine receptors,['GLRA1']
456,glycine receptor α2 subunit,Glycine receptors,['GLRA2']
457,glycine receptor α3 subunit,Glycine receptors,['GLRA3']
458,glycine receptor α4 subunit (pseudogene in humans),Glycine receptors,['GLRA4']
459,glycine receptor β subunit,Glycine receptors,['GLRB']
460,GluA1,Ionotropic glutamate receptors,['GRIA1']
461,GluA2,Ionotropic glutamate receptors,['GRIA2']
462,GluA3,Ionotropic glutamate receptors,['GRIA3']
463,GluA4,Ionotropic glutamate receptors,['GRIA4']
464,GluD1,Ionotropic glutamate receptors,['GRID1']
465,GluD2,Ionotropic glutamate receptors,"['ENSACAG00000013454', 'ENSACAG00000013544', 'ENSACAG00000022250']"
466,GluK1,Ionotropic glutamate receptors,['GRIK1']
467,GluK2,Ionotropic glutamate receptors,"['ENSACAG00000009915', 'ENSACAG00000010029']"
468,GluK3,Ionotropic glutamate receptors,['GRIK3']
469,GluK4,Ionotropic glutamate receptors,['GRIK4']
470,GluK5,Ionotropic glutamate receptors,['GRIK5']
471,GluN1,Ionotropic glutamate receptors,['GRIN1']
472,GluN2A,Ionotropic glutamate receptors,['GRIN2A']
473,GluN2B,Ionotropic glutamate receptors,['GRIN2B']
474,GluN2C,Ionotropic glutamate receptors,['GRIN2C']
475,GluN2D,Ionotropic glutamate receptors,['GRIN2D']
476,GluN3A,Ionotropic glutamate receptors,['GRIN3A']
477,GluN3B,Ionotropic glutamate receptors,['GRIN3B']
478,IP3R1,IP3 receptors,['ITPR1']
479,IP3R2,IP3 receptors,['ITPR2']
480,IP3R3,IP3 receptors,['ITPR3']
481,nicotinic acetylcholine receptor α1 subunit,Nicotinic acetylcholine receptors,['CHRNA1']
482,nicotinic acetylcholine receptor α2 subunit,Nicotinic acetylcholine receptors,['CHRNA2']
483,nicotinic acetylcholine receptor α4 subunit,Nicotinic acetylcholine receptors,['CHRNA4']
484,nicotinic acetylcholine receptor α6 subunit,Nicotinic acetylcholine receptors,['CHRNA6']
485,nicotinic acetylcholine receptor α7 subunit,Nicotinic acetylcholine receptors,['ENSACAG00000008436']
486,nicotinic acetylcholine receptor α9 subunit,Nicotinic acetylcholine receptors,['CHRNA9']
487,nicotinic acetylcholine receptor β2 subunit,Nicotinic acetylcholine receptors,['CHRNB2']
488,nicotinic acetylcholine receptor β3 subunit,Nicotinic acetylcholine receptors,['CHRNB3']
489,nicotinic acetylcholine receptor δ subunit,Nicotinic acetylcholine receptors,['CHRND']
490,nicotinic acetylcholine receptor ε subunit,Nicotinic acetylcholine receptors,['CHRNE']
491,P2X2,P2X receptors,['P2RX2']
492,P2X3,P2X receptors,['P2RX3']
493,P2X4,P2X receptors,['P2RX4']
494,P2X6,P2X receptors,['P2RX6']
495,P2X7,P2X receptors,['P2RX7']
496,AQP0,Aquaporins,['MIP']
497,AQP1,Aquaporins,"['ENSACAG00000005808', 'ENSACAG00000013743']"
498,AQP2,Aquaporins,['AQP2']
499,AQP3,Aquaporins,['AQP3']
500,AQP4,Aquaporins,['AQP4']
501,AQP5,Aquaporins,"['ENSACAG00000008471', 'ENSACAG00000028035']"
502,AQP6,Aquaporins,['AQP6']
503,AQP7,Aquaporins,"['ENSACAG00000009440', 'ENSACAG00000012515']"
504,AQP11,Aquaporins,['AQP11']
505,CaCC,Calcium activated chloride channel,"['ENSACAG00000003577', 'ENSACAG00000016081']"
506,CFTR,CFTR,['CFTR']
507,ClC-1,ClC family,['CLCN1']
508,ClC-2,ClC family,"['ENSACAG00000002343', 'ENSACAG00000024796', 'ENSACAG00000002343', 'ENSACAG00000024796']"
509,ClC-4,ClC family,['ENSACAG00000015662']
510,ClC-5,ClC family,['CLCN5']
511,ClC-6,ClC family,['CLCN6']
512,ClC-7,ClC family,['CLCN7']
513,Cx26,Connexins and Pannexins,['ENSACAG00000002234']
514,Cx30,Connexins and Pannexins,['ENSACAG00000002234']
515,Cx31,Connexins and Pannexins,['GJB3']
516,Cx31.1,Connexins and Pannexins,['GJB5']
517,Cx31.9,Connexins and Pannexins,['GJD3']
518,Cx32,Connexins and Pannexins,['GJB1']
519,Cx36,Connexins and Pannexins,['GJD2']
520,Cx37,Connexins and Pannexins,['GJA4']
521,Cx40,Connexins and Pannexins,['GJA5']
522,Cx40.1,Connexins and Pannexins,['GJD4']
523,Cx43,Connexins and Pannexins,['GJA1']
524,Cx45,Connexins and Pannexins,"['ENSACAG00000012123', 'ENSACAG00000022759']"
525,Cx46,Connexins and Pannexins,['GJA3']
526,Cx47,Connexins and Pannexins,['GJC2']
527,Cx50,Connexins and Pannexins,['GJA8']
528,Cx62,Connexins and Pannexins,['GJA10']
529,Px1,Connexins and Pannexins,['PANX1']
530,Px2,Connexins and Pannexins,['PANX2']
531,Px3,Connexins and Pannexins,['PANX3']
532,Orai1,Orai channels,['ORAI1']
533,Orai3,Orai channels,['ORAI3']
534,Piezo1,Piezo channels,['PIEZO1']
535,Piezo2,Piezo channels,['PIEZO2']
536,Navi2.1,"Sodium leak channel, non-selective","['ENSACAG00000003375', 'ENSACAG00000026866']"
537,GDNF family receptor α3,GDNF receptor family,['GFRA3']
538,GDNF family receptor α4,GDNF receptor family,['GFRA4']
539,GDNF family receptor alpha like,GDNF receptor family,['GFRAL']
540,"Interleukin 10 receptor, α subunit",IL-10 receptor family,['ENSACAG00000007468']
541,"Interleukin 10 receptor, β subunit",IL-10 receptor family,['IL10RB']
542,"Interleukin 20 receptor, β subunit",IL-10 receptor family,['IL20RB']
543,"Interleukin 22 receptor, α1 subunit",IL-10 receptor family,['ENSACAG00000005646']
544,"Interleukin-12 receptor, β2 subunit",IL-12 receptor family,['ENSACAG00000015657']
545,Interleukin 23 receptor,IL-12 receptor family,['IL23R']
546,Interleukin 17 receptor A,IL-17 receptor family,['IL17RA']
547,Interleukin 17 receptor B,IL-17 receptor family,['IL17RB']
548,interleukin 17 receptor C,IL-17 receptor family,['IL17RC']
549,Interleukin-17 receptor D,IL-17 receptor family,['IL17RD']
550,Interleukin 17 receptor E,IL-17 receptor family,['IL17RE']
551,Interleukin-2 receptor subunit β,IL-2 receptor family,['ENSACAG00000016114']
552,Interleukin-7 receptor subunit α,IL-2 receptor family,['IL7R']
553,Interleukin 21 receptor,IL-2 receptor family,['IL21R']
554,"GM-CSF receptor, α subunit",IL-3 receptor family,"['ENSACAG00000024458', 'ENSACAG00000027268']"
555,Cytokine receptor common β subunit,IL-3 receptor family,['ENSACAG00000016208']
556,"Interleukin-6 receptor, β subunit",IL-6 receptor family,['IL6ST']
557,"Interleukin-11 receptor, α subunit",IL-6 receptor family,['ENSACAG00000007445']
558,"Interleukin-31 receptor, α subunit",IL-6 receptor family,['IL31RA']
559,Ciliary neurotrophic factor receptor α subunit,IL-6 receptor family,['CNTFR']
560,Leptin receptor,IL-6 receptor family,['LEPR']
561,Leukemia inhibitory factor receptor,IL-6 receptor family,['LIFR']
562,"Oncostatin M-specific receptor, β subunit",IL-6 receptor family,['ENSACAG00000009942']
563,CD40,Immune checkpoint catalytic receptors,['ENSACAG00000011550']
564,"Interleukin 1 receptor, type I",Immunoglobulin-like family of IL-1 receptors,['IL1R1']
565,"Interleukin 1 receptor, type II",Immunoglobulin-like family of IL-1 receptors,['IL1R2']
566,Interleukin-1 receptor-like 1,Immunoglobulin-like family of IL-1 receptors,['IL1RL1']
567,Interleukin-18 receptor 1,Immunoglobulin-like family of IL-1 receptors,['IL18R1']
568,single Ig and TIR domain containing,Immunoglobulin-like family of IL-1 receptors,['SIGIRR']
569,"integrin, alpha 1 subunit",Integrins,['ITGA1']
570,"integrin, alpha 2 subunit (CD49B, alpha 2 subunit of VLA-2 receptor)",Integrins,['ITGA2']
571,"integrin, alpha IIb subunit (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)",Integrins,['ITGA2B']
572,"integrin, alpha 4 subunit (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",Integrins,['ITGA4']
573,"integrin, alpha 5 subunit (fibronectin receptor, alpha polypeptide)",Integrins,['ITGA5']
574,"integrin, alpha 6 subunit",Integrins,['ITGA6']
575,"integrin, alpha 7 subunit",Integrins,['ITGA7']
576,"integrin, alpha 8 subunit",Integrins,['ITGA8']
577,"integrin, alpha 9 subunit",Integrins,['ENSACAG00000005296']
578,"integrin, alpha 10 subunit",Integrins,"['ENSACAG00000014997', 'ENSACAG00000025013']"
579,"integrin, alpha 11 subunit",Integrins,"['ENSACAG00000004333', 'ENSACAG00000011158']"
580,"integrin, alpha L subunit (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)",Integrins,['ITGAL']
581,"integrin, alpha V subunit",Integrins,['ITGAV']
582,"integrin, alpha X subunit (complement component 3 receptor 4 subunit)",Integrins,"['ENSACAG00000006162', 'ENSACAG00000006445']"
583,"integrin, beta 1 subunit (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",Integrins,['ITGB1']
584,"integrin, beta 2 subunit (complement component 3 receptor 3 and 4 subunit)",Integrins,['ITGB2']
585,"integrin, beta 4 subunit",Integrins,['ITGB4']
586,"integrin, beta 6 subunit",Integrins,['ITGB6']
587,"integrin, beta 7 subunit",Integrins,['ITGB7']
588,"integrin, beta 8 subunit",Integrins,['ITGB8']
589,interferon α/β  receptor 1,Interferon receptor family,['IFNAR1']
590,Interferon γ receptor 1,Interferon receptor family,['IFNGR1']
591,Interferon γ receptor 2,Interferon receptor family,['ENSACAG00000004221']
592,Guanylyl cyclase α1 subunit,Nitric oxide (NO)-sensitive (soluble) guanylyl cyclase,['GUCY1A1']
593,Guanylyl cyclase α2 subunit,Nitric oxide (NO)-sensitive (soluble) guanylyl cyclase,['GUCY1A2']
594,Guanylyl cyclase β1 subunit,Nitric oxide (NO)-sensitive (soluble) guanylyl cyclase,['GUCY1B1']
595,Guanylyl cyclase β2 subunit,Nitric oxide (NO)-sensitive (soluble) guanylyl cyclase,['ENSACAG00000011752']
596,nucleotide binding oligomerization domain containing 1,NOD-like receptor family,['NOD1']
597,NLRC3,NOD-like receptor family,['NLRC3']
598,NLRC4,NOD-like receptor family,['NLRC4']
599,NLRX1,NOD-like receptor family,['NLRX1']
600,NLRP10,NOD-like receptor family,['ENSACAG00000017483']
601,Eythropoietin receptor,Prolactin receptor family,['EPOR']
602,Granulocyte colony-stimulating factor receptor,Prolactin receptor family,['CSF3R']
603,Growth hormone receptor,Prolactin receptor family,['GHR']
604,Prolactin receptor,Prolactin receptor family,['PRLR']
605,Thrombopoietin receptor,Prolactin receptor family,['ENSACAG00000027052']
606,RTP Type B,Receptor tyrosine phosphatase (RTP) family,['PTPRB']
607,RTP Type C,Receptor tyrosine phosphatase (RTP) family,['PTPRC']
608,RTP Type D,Receptor tyrosine phosphatase (RTP) family,['PTPRD']
609,RTP Type E,Receptor tyrosine phosphatase (RTP) family,"['ENSACAG00000007467', 'ENSACAG00000024012']"
610,RTP Type F,Receptor tyrosine phosphatase (RTP) family,['PTPRF']
611,RTP Type G,Receptor tyrosine phosphatase (RTP) family,['PTPRG']
612,RTP Type J,Receptor tyrosine phosphatase (RTP) family,['ENSACAG00000000068']
613,RTP Type K,Receptor tyrosine phosphatase (RTP) family,['PTPRK']
614,RTP Type M,Receptor tyrosine phosphatase (RTP) family,"['ENSACAG00000002999', 'ENSACAG00000010005']"
615,RTP Type N,Receptor tyrosine phosphatase (RTP) family,['PTPRN']
616,RTP Type N2,Receptor tyrosine phosphatase (RTP) family,['PTPRN2']
617,RTP Type O,Receptor tyrosine phosphatase (RTP) family,['PTPRO']
618,RTP Type Q,Receptor tyrosine phosphatase (RTP) family,['PTPRQ']
619,RTP Type R,Receptor tyrosine phosphatase (RTP) family,['PTPRR']
620,RTP Type S,Receptor tyrosine phosphatase (RTP) family,['PTPRS']
621,RTP Type T,Receptor tyrosine phosphatase (RTP) family,['PTPRT']
622,RTP Type U,Receptor tyrosine phosphatase (RTP) family,['PTPRU']
623,RTP Type Z1,Receptor tyrosine phosphatase (RTP) family,['PTPRZ1']
624,DExD/H-box helicase 58,RIG-I-like receptor family,['DDX58']
625,interferon induced with helicase C domain 1,RIG-I-like receptor family,['IFIH1']
626,DExH-box helicase 58,RIG-I-like receptor family,['DHX58']
627,TLR2,Toll-like receptor family,"['ENSACAG00000021135', 'ENSACAG00000023058']"
628,TLR3,Toll-like receptor family,['TLR3']
629,TLR4,Toll-like receptor family,['TLR4']
630,TLR5,Toll-like receptor family,['ENSACAG00000016646']
631,TLR6,Toll-like receptor family,"['ENSACAG00000007342', 'ENSACAG00000024414']"
632,TLR7,Toll-like receptor family,['TLR7']
633,Guanylyl cyclase-A,Transmembrane guanylyl cyclases,['ENSACAG00000013114']
634,Guanylyl cyclase-B,Transmembrane guanylyl cyclases,['NPR2']
635,Guanylyl cyclase-C,Transmembrane guanylyl cyclases,['GUCY2C']
636,Guanylyl cyclase-D,Transmembrane guanylyl cyclases,"['GUCY2D', 'ENSACAG00000011233']"
637,Guanylyl cyclase-E,Transmembrane guanylyl cyclases,"['GUCY2D', 'ENSACAG00000011233']"
638,tumor necrosis factor receptor 1,Tumour necrosis factor (TNF) receptor family,['ENSACAG00000011499']
639,lymphotoxin β receptor,Tumour necrosis factor (TNF) receptor family,['ENSACAG00000000094']
640,CD40,Tumour necrosis factor (TNF) receptor family,['ENSACAG00000011550']
641,Fas,Tumour necrosis factor (TNF) receptor family,['FAS']
642,CD27,Tumour necrosis factor (TNF) receptor family,['ENSACAG00000000094']
643,receptor activator of NF-kappa B,Tumour necrosis factor (TNF) receptor family,['TNFRSF11A']
644,osteoprotegerin,Tumour necrosis factor (TNF) receptor family,['TNFRSF11B']
645,TWEAK receptor,Tumour necrosis factor (TNF) receptor family,['ENSACAG00000028480']
646,TACI,Tumour necrosis factor (TNF) receptor family,['ENSACAG00000001475']
647,nerve growth factor receptor,Tumour necrosis factor (TNF) receptor family,['NGFR']
648,glucocorticoid-induced TNF receptor,Tumour necrosis factor (TNF) receptor family,"['ENSACAG00000000094', 'ENSACAG00000028745']"
649,toxicity and JNK inducer,Tumour necrosis factor (TNF) receptor family,['TNFRSF19']
650,RELT,Tumour necrosis factor (TNF) receptor family,['RELT']
651,death receptor 6,Tumour necrosis factor (TNF) receptor family,['TNFRSF21']
652,ectodysplasin A2 isoform receptor,Tumour necrosis factor (TNF) receptor family,['EDA2R']
653,"ectodysplasin 1, anhidrotic receptor",Tumour necrosis factor (TNF) receptor family,['EDAR']
654,transforming growth factor beta receptor 3,Type III receptor serine/threonine kinases,['TGFBR3']
655,platelet derived growth factor receptor alpha,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",['ENSACAG00000010297']
656,platelet derived growth factor receptor beta,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",['PDGFRB']
657,"KIT proto-oncogene, receptor tyrosine kinase","Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",['KIT']
658,colony stimulating factor 1 receptor,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",['CSF1R']
659,fms related tyrosine kinase 3,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family",['FLT3']
660,activin A receptor type 2A,Type II receptor serine/threonine kinases,['ACVR2A']
661,activin A receptor type 2B,Type II receptor serine/threonine kinases,['ACVR2B']
662,anti-Mullerian hormone receptor type 2,Type II receptor serine/threonine kinases,['AMHR2']
663,bone morphogenetic protein receptor type 2,Type II receptor serine/threonine kinases,['BMPR2']
664,transforming growth factor beta receptor 2,Type II receptor serine/threonine kinases,['TGFBR2']
665,Insulin-like growth factor I receptor,Type II RTKs: Insulin receptor family,['IGF1R']
666,Insulin receptor-related receptor,Type II RTKs: Insulin receptor family,['INSRR']
667,activin A receptor type 1,Type I receptor serine/threonine kinases,['ACVR1']
668,bone morphogenetic protein receptor type IA,Type I receptor serine/threonine kinases,['BMPR1A']
669,activin A receptor type 1B,Type I receptor serine/threonine kinases,['ACVR1B']
670,transforming growth factor beta receptor 1,Type I receptor serine/threonine kinases,['TGFBR1']
671,bone morphogenetic protein receptor type IB,Type I receptor serine/threonine kinases,['BMPR1B']
672,activin A receptor type 1C,Type I receptor serine/threonine kinases,['ENSACAG00000007686']
673,epidermal growth factor receptor,Type I RTKs: ErbB (epidermal growth factor) receptor family,['EGFR']
674,erb-b2 receptor tyrosine kinase 2,Type I RTKs: ErbB (epidermal growth factor) receptor family,['ERBB2']
675,erb-b2 receptor tyrosine kinase 3,Type I RTKs: ErbB (epidermal growth factor) receptor family,['ERBB3']
676,erb-b2 receptor tyrosine kinase 4,Type I RTKs: ErbB (epidermal growth factor) receptor family,['ERBB4']
677,fms related tyrosine kinase 1,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,['FLT1']
678,kinase insert domain receptor,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,['KDR']
679,fms related tyrosine kinase 4,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,['FLT4']
680,muscle associated receptor tyrosine kinase,Type IX RTKs: MuSK,['MUSK']
681,receptor tyrosine kinase like orphan receptor 1,Type VIII RTKs: ROR family ,['ROR1']
682,receptor tyrosine kinase like orphan receptor 2,Type VIII RTKs: ROR family ,['ROR2']
683,neurotrophic receptor tyrosine kinase 1,Type VII RTKs: Neurotrophin receptor/Trk family,['NTRK1']
684,neurotrophic receptor tyrosine kinase 2,Type VII RTKs: Neurotrophin receptor/Trk family,['NTRK2']
685,neurotrophic receptor tyrosine kinase 3,Type VII RTKs: Neurotrophin receptor/Trk family,"['ENSACAG00000005252', 'ENSACAG00000008732']"
686,protein tyrosine kinase 7 (inactive),Type VI RTKs: PTK7/CCK4,['PTK7']
687,fibroblast growth factor receptor 1,Type V RTKs: FGF (fibroblast growth factor) receptor family,['FGFR1']
688,fibroblast growth factor receptor 2,Type V RTKs: FGF (fibroblast growth factor) receptor family,['FGFR2']
689,fibroblast growth factor receptor 4,Type V RTKs: FGF (fibroblast growth factor) receptor family,['FGFR4']
690,EPH receptor A1,Type XIII RTKs: Ephrin receptor family,['EPHA1']
691,EPH receptor A2,Type XIII RTKs: Ephrin receptor family,['EPHA2']
692,EPH receptor A3,Type XIII RTKs: Ephrin receptor family,['EPHA3']
693,EPH receptor A4,Type XIII RTKs: Ephrin receptor family,['EPHA4']
694,EPH receptor A5,Type XIII RTKs: Ephrin receptor family,['EPHA5']
695,EPH receptor A7,Type XIII RTKs: Ephrin receptor family,['EPHA7']
696,EPH receptor A8,Type XIII RTKs: Ephrin receptor family,['EPHA8']
697,EPH receptor B1,Type XIII RTKs: Ephrin receptor family,['EPHB1']
698,EPH receptor B2,Type XIII RTKs: Ephrin receptor family,['ENSACAG00000022723']
699,EPH receptor B3,Type XIII RTKs: Ephrin receptor family,['EPHB3']
700,EPH receptor B6,Type XIII RTKs: Ephrin receptor family,['EPHB6']
701,tyrosine kinase with immunoglobulin like and EGF like domains 1,Type XII RTKs: TIE family of angiopoietin receptors,['TIE1']
702,TEK receptor tyrosine kinase,Type XII RTKs: TIE family of angiopoietin receptors,['TEK']
703,AXL receptor tyrosine kinase,"Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family",['AXL']
704,TYRO3 protein tyrosine kinase,"Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family",['TYRO3']
705,"MER proto-oncogene, tyrosine kinase","Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family",['MERTK']
706,ret proto-oncogene,Type XIV RTKs: RET,['RET']
707,ALK receptor tyrosine kinase,Type XIX RTKs: Leukocyte tyrosine kinase (LTK) receptor family,['ALK']
708,"MET proto-oncogene, receptor tyrosine kinase",Type X RTKs: HGF (hepatocyte growth factor) receptor family,['MET']
709,macrophage stimulating 1 receptor,Type X RTKs: HGF (hepatocyte growth factor) receptor family,['MST1R']
710,apoptosis associated tyrosine kinase,Type XVIII RTKs: LMR family,['AATK']
711,lemur tyrosine kinase 2,Type XVIII RTKs: LMR family,['LMTK2']
712,discoidin domain receptor tyrosine kinase 1,Type XVI RTKs: DDR (collagen receptor) family,['DDR1']
713,discoidin domain receptor tyrosine kinase 2,Type XVI RTKs: DDR (collagen receptor) family,['DDR2']
714,receptor like tyrosine kinase,Type XV RTKs: RYK,['RYK']
715,isocitrate dehydrogenase (NADP(+)) 1,1.1.1.42 Isocitrate dehydrogenases,['IDH1']
716,isocitrate dehydrogenase (NADP(+)) 2,1.1.1.42 Isocitrate dehydrogenases,['IDH2']
717,"tryptophan 2,3-dioxygenase",1.13.11.- Dioxygenases,['TDO2']
718,lysine demethylase 1A,1.14.11.- Histone demethylases,['KDM1A']
719,lysine demethylase 1B,1.14.11.- Histone demethylases,['KDM1B']
720,lysine demethylase 2A,1.14.11.- Histone demethylases,['KDM2A']
721,lysine demethylase 2B,1.14.11.- Histone demethylases,['KDM2B']
722,lysine demethylase 3B,1.14.11.- Histone demethylases,['KDM3B']
723,lysine demethylase 4A,1.14.11.- Histone demethylases,['ENSACAG00000014203']
724,lysine demethylase 4B,1.14.11.- Histone demethylases,['KDM4B']
725,lysine demethylase 4C,1.14.11.- Histone demethylases,['KDM4C']
726,lysine demethylase 5A,1.14.11.- Histone demethylases,['KDM5A']
727,lysine demethylase 5B,1.14.11.- Histone demethylases,['KDM5B']
728,lysine demethylase 6B,1.14.11.- Histone demethylases,['KDM6B']
729,lysine demethylase 8,1.14.11.- Histone demethylases,['KDM8']
730,PHD finger protein 2,1.14.11.- Histone demethylases,['PHF2']
731,PHD finger protein 8,1.14.11.- Histone demethylases,['PHF8']
732,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase",1.14.11.- Histone demethylases,['JMJD6']
733,kynurenine 3-monooxygenase,1.14.13.9 Kynurenine 3-monooxygenase,['KMO']
734,ribonucleotide reductase catalytic subunit M1,1.17.4.1 Ribonucleoside-diphosphate reductases,['RRM1']
735,ribonucleotide reductase regulatory subunit M2,1.17.4.1 Ribonucleoside-diphosphate reductases,['RRM2']
736,ribonucleotide reductase regulatory TP53 inducible subunit M2B,1.17.4.1 Ribonucleoside-diphosphate reductases,['RRM2B']
737,lysyl oxidase,1.4.3.13 Lysyl oxidases,['LOX']
738,aldehyde dehydrogenase 2 family member,1.-.-.- Oxidoreductases,['ENSACAG00000009091']
739,aldo-keto reductase family 1 member B,1.-.-.- Oxidoreductases,"['ENSACAG00000012001', 'ENSACAG00000027925']"
740,amine oxidase copper containing 3,1.-.-.- Oxidoreductases,"['ENSACAG00000004167', 'ENSACAG00000013649', 'ENSACAG00000013687']"
741,catalase,1.-.-.- Oxidoreductases,"['ENSACAG00000013118', 'ENSACAG00000013184', 'ENSACAG00000028247']"
742,dihydrofolate reductase,1.-.-.- Oxidoreductases,['ENSACAG00000010508']
743,glutathione-disulfide reductase,1.-.-.- Oxidoreductases,['GSR']
744,4-hydroxyphenylpyruvate dioxygenase,1.-.-.- Oxidoreductases,['HPD']
745,hydroxysteroid 17-beta dehydrogenase 2,1.-.-.- Oxidoreductases,['ENSACAG00000011496']
746,inosine monophosphate dehydrogenase 1,1.-.-.- Oxidoreductases,['IMPDH1']
747,inosine monophosphate dehydrogenase 2,1.-.-.- Oxidoreductases,['IMPDH2']
748,sepiapterin reductase,1.-.-.- Oxidoreductases,['SPR']
749,steroid 5 alpha-reductase 2,1.-.-.- Oxidoreductases,['SRD5A2']
750,tyrosinase,1.-.-.- Oxidoreductases,['TYR']
751,vitamin K epoxide reductase complex subunit 1,1.-.-.- Oxidoreductases,['ENSACAG00000007025']
752,xanthine dehydrogenase,1.-.-.- Oxidoreductases,['XDH']
753,"phosphoinositide kinase, FYVE-type zinc finger containing",1-phosphatidylinositol-3-phosphate 5-kinase family,['PIKFYVE']
754,phosphatidylinositol 4-kinase alpha,1-phosphatidylinositol 4-kinase family,['PI4KA']
755,phosphatidylinositol 4-kinase beta,1-phosphatidylinositol 4-kinase family,['PI4KB']
756,ASH1 like histone lysine methyltransferase,2.1.1.43 Histone methyltransferases (HMTs),['ASH1L']
757,DOT1 like histone lysine methyltransferase,2.1.1.43 Histone methyltransferases (HMTs),['ENSACAG00000017065']
758,euchromatic histone lysine methyltransferase 1,2.1.1.43 Histone methyltransferases (HMTs),['EHMT1']
759,euchromatic histone lysine methyltransferase 2,2.1.1.43 Histone methyltransferases (HMTs),['EHMT2']
760,enhancer of zeste 1 polycomb repressive complex 2 subunit,2.1.1.43 Histone methyltransferases (HMTs),['EZH1']
761,enhancer of zeste 2 polycomb repressive complex 2 subunit,2.1.1.43 Histone methyltransferases (HMTs),['EZH2']
762,lysine methyltransferase 2B,2.1.1.43 Histone methyltransferases (HMTs),['KMT2B']
763,lysine methyltransferase 2A,2.1.1.43 Histone methyltransferases (HMTs),['ENSACAG00000007014']
764,lysine methyltransferase 2D,2.1.1.43 Histone methyltransferases (HMTs),['KMT2D']
765,lysine methyltransferase 2E,2.1.1.43 Histone methyltransferases (HMTs),['KMT2E']
766,lysine methyltransferase 5B,2.1.1.43 Histone methyltransferases (HMTs),['KMT5B']
767,lysine methyltransferase 5C,2.1.1.43 Histone methyltransferases (HMTs),['KMT5C']
768,nuclear receptor binding SET domain protein 1,2.1.1.43 Histone methyltransferases (HMTs),"['ENSACAG00000005563', 'ENSACAG00000005566']"
769,PR/SET domain 2,2.1.1.43 Histone methyltransferases (HMTs),['PRDM2']
770,"SET domain containing 2, histone lysine methyltransferase",2.1.1.43 Histone methyltransferases (HMTs),['SETD2']
771,"SET domain containing 7, histone lysine methyltransferase",2.1.1.43 Histone methyltransferases (HMTs),['SETD7']
772,SET domain bifurcated histone lysine methyltransferase 1,2.1.1.43 Histone methyltransferases (HMTs),['SETDB1']
773,SET domain bifurcated histone lysine methyltransferase 2,2.1.1.43 Histone methyltransferases (HMTs),"['SETDB2', 'PHF11']"
774,SET and MYND domain containing 2,2.1.1.43 Histone methyltransferases (HMTs),['SMYD2']
775,suppressor of variegation 3-9 homolog 1,2.1.1.43 Histone methyltransferases (HMTs),['SUV39H1']
776,thymidylate synthetase,2.1.1.- Methyltransferases,['TYMS']
777,DNA methyltransferase 1,2.1.1.- Methyltransferases,['DNMT1']
778,DNA (cytosine-5-)-methyltransferase 3α,2.1.1.- Methyltransferases,['DNMT3A']
779,protein arginine methyltransferase 1 ,2.1.1.- Protein arginine N-methyltransferases,['PRMT1']
780,protein arginine methyltransferase 3,2.1.1.- Protein arginine N-methyltransferases,['PRMT3']
